59.6649 & -0.875 & 0.000316228
66.9452 & -0.875 & 0.000251189
75.1137 & -0.875 & 0.000199526
84.279 & -0.875 & 0.000158489
94.5625 & -0.875 & 0.000125893
106.101 & -0.875 & 0.0001
119.047 & -0.875 & 7.94328E-05
133.573 & -0.875 & 6.30957E-05
149.872 & -0.875 & 5.01187E-05
168.159 & -0.875 & 3.98107E-05
188.677 & -0.875 & 3.16228E-05
211.699 & -0.875 & 2.51189E-05
237.53 & -0.875 & 1.99526E-05
266.513 & -0.875 & 1.58489E-05
299.033 & -0.875 & 1.25893E-05
335.521 & -0.875 & 1E-05
376.46 & -0.875 & 7.94328E-06
422.395 & -0.875 & 6.30957E-06
473.935 & -0.875 & 5.01187E-06
531.764 & -0.875 & 3.98107E-06
596.649 & -0.875 & 3.16228E-06
669.452 & -0.875 & 2.51189E-06
751.137 & -0.875 & 1.99526E-06
842.79 & -0.875 & 1.58489E-06
945.625 & -0.875 & 1.25893E-06
0.106101 & -0.925 & 100
0.119047 & -0.925 & 79.4328
0.133573 & -0.925 & 63.0957
0.149872 & -0.925 & 50.1187
0.168159 & -0.925 & 39.8107
0.188677 & -0.925 & 31.6228
0.211699 & -0.925 & 25.1189
0.23753 & -0.925 & 19.9526
0.266513 & -0.925 & 15.8489
0.299033 & -0.925 & 12.5893
0.335521 & -0.925 & 10
0.37646 & -0.925 & 7.94328
0.422395 & -0.925 & 6.30957
0.473935 & -0.925 & 5.01187
0.531764 & -0.925 & 3.98107
0.596649 & -0.925 & 3.16228
0.669452 & -0.925 & 2.51189
0.751137 & -0.925 & 1.99526
0.84279 & -0.925 & 1.58489
0.945625 & -0.925 & 1.25893
1.06101 & -0.925 & 1
1.19047 & -0.925 & 0.794328
1.33573 & -0.925 & 0.630957
1.49872 & -0.925 & 0.501187
1.68159 & -0.925 & 0.398107
1.88677 & -0.925 & 0.316228
2.11699 & -0.925 & 0.251189
2.3753 & -0.925 & 0.199526
2.66513 & -0.925 & 0.158489
2.99033 & -0.925 & 0.125893
3.35521 & -0.925 & 0.1
3.7646 & -0.925 & 0.0794328
4.22395 & -0.925 & 0.0630957
4.73935 & -0.925 & 0.0501187
5.31764 & -0.925 & 0.0398107
5.96649 & -0.925 & 0.0316228
6.69452 & -0.925 & 0.0251189
7.51137 & -0.925 & 0.0199526
8.4279 & -0.925 & 0.0158489
9.45625 & -0.925 & 0.0125893
10.6101 & -0.925 & 0.01
11.9047 & -0.925 & 0.00794328
13.3573 & -0.925 & 0.00630957
14.9872 & -0.925 & 0.00501187
16.8159 & -0.925 & 0.00398107
18.8677 & -0.925 & 0.00316228
21.1699 & -0.925 & 0.00251189
23.753 & -0.925 & 0.00199526
26.6513 & -0.925 & 0.00158489
29.9033 & -0.925 & 0.00125893
33.5521 & -0.925 & 0.001
37.646 & -0.925 & 0.000794328
42.2395 & -0.925 & 0.000630957
47.3935 & -0.925 & 0.000501187
53.1764 & -0.925 & 0.000398107
59.6649 & -0.925 & 0.000316228
66.9452 & -0.925 & 0.000251189
75.1137 & -0.925 & 0.000199526
84.279 & -0.925 & 0.000158489
94.5625 & -0.925 & 0.000125893
106.101 & -0.925 & 0.0001
119.047 & -0.925 & 7.94328E-05
133.573 & -0.925 & 6.30957E-05
149.872 & -0.925 & 5.01187E-05
168.159 & -0.925 & 3.98107E-05
188.677 & -0.925 & 3.16228E-05
211.699 & -0.925 & 2.51189E-05
237.53 & -0.925 & 1.99526E-05
266.513 & -0.925 & 1.58489E-05
299.033 & -0.925 & 1.25893E-05
335.521 & -0.925 & 1E-05
376.46 & -0.925 & 7.94328E-06
422.395 & -0.925 & 6.30957E-06
473.935 & -0.925 & 5.01187E-06
531.764 & -0.925 & 3.98107E-06
596.649 & -0.925 & 3.16228E-06
669.452 & -0.925 & 2.51189E-06
751.137 & -0.925 & 1.99526E-06
842.79 & -0.925 & 1.58489E-06
945.625 & -0.925 & 1.25893E-06
0.106101 & -0.975 & 100
0.119047 & -0.975 & 79.4328
0.133573 & -0.975 & 63.0957
0.149872 & -0.975 & 50.1187
0.168159 & -0.975 & 39.8107
0.188677 & -0.975 & 31.6228
0.211699 & -0.975 & 25.1189
0.23753 & -0.975 & 19.9526
0.266513 & -0.975 & 15.8489
0.299033 & -0.975 & 12.5893
0.335521 & -0.975 & 10
0.37646 & -0.975 & 7.94328
0.422395 & -0.975 & 6.30957
0.473935 & -0.975 & 5.01187
0.531764 & -0.975 & 3.98107
0.596649 & -0.975 & 3.16228
0.669452 & -0.975 & 2.51189
0.751137 & -0.975 & 1.99526
0.84279 & -0.975 & 1.58489
0.945625 & -0.975 & 1.25893
1.06101 & -0.975 & 1
1.19047 & -0.975 & 0.794328
1.33573 & -0.975 & 0.630957
1.49872 & -0.975 & 0.501187
1.68159 & -0.975 & 0.398107
1.88677 & -0.975 & 0.316228
2.11699 & -0.975 & 0.251189
2.3753 & -0.975 & 0.199526
2.66513 & -0.975 & 0.158489
2.99033 & -0.975 & 0.125893
3.35521 & -0.975 & 0.1
3.7646 & -0.975 & 0.0794328
4.22395 & -0.975 & 0.0630957
4.73935 & -0.975 & 0.0501187
5.31764 & -0.975 & 0.0398107
5.96649 & -0.975 & 0.0316228
6.69452 & -0.975 & 0.0251189
7.51137 & -0.975 & 0.0199526
8.4279 & -0.975 & 0.0158489
9.45625 & -0.975 & 0.0125893
10.6101 & -0.975 & 0.01
11.9047 & -0.975 & 0.00794328
13.3573 & -0.975 & 0.00630957
14.9872 & -0.975 & 0.00501187
16.8159 & -0.975 & 0.00398107
18.8677 & -0.975 & 0.00316228
21.1699 & -0.975 & 0.00251189
23.753 & -0.975 & 0.00199526
26.6513 & -0.975 & 0.00158489
29.9033 & -0.975 & 0.00125893
33.5521 & -0.975 & 0.001
37.646 & -0.975 & 0.000794328
42.2395 & -0.975 & 0.000630957
47.3935 & -0.975 & 0.000501187
53.1764 & -0.975 & 0.000398107
59.6649 & -0.975 & 0.000316228
66.9452 & -0.975 & 0.000251189
75.1137 & -0.975 & 0.000199526
84.279 & -0.975 & 0.000158489
94.5625 & -0.975 & 0.000125893
106.101 & -0.975 & 0.0001
119.047 & -0.975 & 7.94328E-05
133.573 & -0.975 & 6.30957E-05
149.872 & -0.975 & 5.01187E-05
168.159 & -0.975 & 3.98107E-05
188.677 & -0.975 & 3.16228E-05
211.699 & -0.975 & 2.51189E-05
237.53 & -0.975 & 1.99526E-05
266.513 & -0.975 & 1.58489E-05
299.033 & -0.975 & 1.25893E-05
335.521 & -0.975 & 1E-05
376.46 & -0.975 & 7.94328E-06
422.395 & -0.975 & 6.30957E-06
473.935 & -0.975 & 5.01187E-06
531.764 & -0.975 & 3.98107E-06
596.649 & -0.975 & 3.16228E-06
669.452 & -0.975 & 2.51189E-06
751.137 & -0.975 & 1.99526E-06
842.79 & -0.975 & 1.58489E-06
945.625 & -0.975 & 1.25893E-06
